68684.0,22004.5,2.0
58872.0,223.0,2.0
254538.0,100303.0,43778.0
58872.0,266.0,2.0
19820.0,2944.0,18.5
17065.0,3.0,2.0
16680.0,3.0,2.0
26445.0,11.0,4.0
26449.0,113.0,10.0
50309.0,9812.0,1086.5
17065.0,4906.0,252.5
58872.0,3.0,2.0
58872.0,6541.0,9.25
20052.0,1118.0,2.33333333333
19624.0,18.5,2.33333333333
47294.0,4906.0,229.8
58872.0,3902.0,327.0
14545.0,5289.0,262.8
10618.5,4476.0,170.0
45975.0,216.0,24.6
13246.0,6868.0,508.2
37776.0,22126.0,2038.4
21757.5,8769.25,5.6
85050.5,41130.0,2306.5
82260.0,3471.0,373.285714286
17065.0,5638.5,212.0
10618.0,5866.0,607.4
16909.0,2852.8,29.3333333333
98120.0,2895.0,82.4285714286
19624.0,111.5,13.0
28546.0,373.0,6.33333333333
13223.0,14.0,4.0
11415.5,5229.0,224.625
30417.0,13492.5,1260.11111111
26002.0,6079.0,426.833333333
49060.0,4906.0,374.625
58872.0,3284.0,37.7142857143
19624.0,5789.0,64.6666666667
98120.0,3945.0,34.4
17065.0,3881.5,6.83333333333
24530.0,5132.0,134.5
10927.0,29.0,12.0
123390.0,12821.0,645.0
20605.0,5559.0,607.125
35814.0,527.4,53.0
19624.0,5497.66666667,253.5
19624.0,9035.66666667,723.428571429
59900.0,13769.5,1006.6
39248.0,11316.5,446.25
82260.0,12805.0,530.0
89828.0,12805.0,541.363636364
11284.0,4285.0,442.8
25100.0,5013.0,156.083333333
31589.0,8668.5,1322.8
18462.0,7760.33333333,1820.11111111
115200.0,156.0,10.0
81564.0,264.0,15.0
14987.0,2114.5,79.8181818182
50130.0,34342.0,2345.28571429
49060.0,6520.66666667,1304.83333333
11211.0,4326.0,8.5
26440.0,920.0,161.0
22240.6666667,9068.25,880.8
98120.0,7050.0,532.714285714
45692.0,14178.3333333,652.470588235
20359.0,9139.0,507.866666667
18582.0,10029.75,1548.8
36690.0,11820.3333333,2418.30769231
39444.0,21586.0,960.625
127361.333333,72323.0,7396.34615385
49060.0,5791.33333333,517.466666667
40281.0,35805.0,74.85
31351.0,988.8,277.375
12590.0,25.0,3.4
15490.0,2098.0,109.2
83750.0,23965.5,2620.65
22106.0,1514.0,96.5
25511.0,12265.0,477.318181818
23599.0,9140.5,542.214285714
18752.0,5896.0,186.5
17183.0,8802.0,1251.81818182
35091.0,7942.83333333,1253.08
124209.0,63109.5,131.214285714
14378.0,920.0,47.375
37841.5,18621.0,482.214285714
20979.0,11949.0,1660.04545455
47081.5,13112.0,378.956521739
40765.3333333,15994.0,930.137931034
79996.0,306.4375,46.0666666667
32371.6666667,10770.0,1509.91304348
10578.0,412.25,27.9210526316
16008.0,99.0,24.1515151515
11661.0,3462.0,145.641025641
41968.0,10081.3333333,1470.07142857
300901.333333,85287.75,5764.54545455
18730.0,7213.0,1400.42857143
11434.0,4656.0,45.24
13721.0,4335.0,141.015873016
22474.0,3799.73333333,1222.48780488
9255.5,3808.0,90.6493506494
12854.0,1604.2,168.661538462
10144.0,7692.0,86.756097561
13223.0,1269.5,52.7594936709
10817.0,4018.625,158.965517241
25832.0,5289.0,97.0909090909
17104.0,2894.5,103.32967033
20778.0,4408.0,60.3048780488
56898.0,16077.0,1909.10588235
10243.0,479.322580645,110.458333333
10077.0,255.333333333,66.4347826087
67919.0,400.117647059,115.09375
20128.0,891.1,140.339622642
11465.0,1641.0,42.2790697674
10244.0,5165.5,81.7962962963
88972.0,34737.0,1643.8590604
60768.0,2280.25,100.641176471
11019.0,5344.5,79.1264367816
53079.0,2515.14285714,151.801169591
13223.0,1110.0,26.1366120219
14811.2,1895.60869565,55.3354037267
19305.0,5717.5,62.0864864865
16617.5,9064.0,135.235602094
9568.41666667,3561.89795918,513.601503759
88660.0,22251.875,687.126829268
11083.5,3569.66666667,198.341968912
88660.0,24392.1666667,653.76056338
24361.0,5469.0,71.1376146789
33752.0,10348.4166667,842.809045226
24158.0,528.525641026,148.532894737
12932.0,3594.0,143.895582329
15915.0,3968.5,68.0431372549
27257.0,3112.1,217.301204819
12263.9090909,3286.24299065,725.420118343
99432.0,71585.0,389.170648464
13096.0,4457.66666667,75.0098039216
74235.3333333,20093.5,122.554878049
28924.3333333,13097.7142857,923.428571429
95609.3333333,24251.25,555.49408284
157677.0,18757.9473684,640.148571429
11701.0,2318.0,123.891966759
40564.0,16839.0,271.868073879
11083.25,4061.0,110.023255814
22264.0,4095.5625,204.110817942
23054.0,5636.8,239.862155388
93969.0,27666.5,778.956626506
99278.0,20270.4285714,503.52173913
24533.0,5395.625,230.56127451
132673.0,71681.0,602.283251232
276961.0,123845.0,1249.52705882
37864.0,3910.30769231,230.331753555
14393.0,6080.0,155.900943396
126726.0,30842.5555556,977.45045045
90306.0,43357.3333333,770.708971554
36164.5,7467.88235294,240.054669704
28205.0,3333.0,63.9230769231
11424.0,4746.25,69.268
147222.0,70693.0,490.310679612
135545.0,82873.5,589.367424242
137565.0,82778.0,500.78870674
78449.0,22007.3333333,360.666068223
102606.0,64278.0,542.437716263
152628.0,94323.0,588.754749568
13368.6666667,3909.16666667,179.089041096
