0,78496.0
1,58872.0
2,24385.0
3,19624.0
4,2.0
5,2.0
6,58872.0
7,223.0
8,2.0
9,254538.0
10,111313.0
11,89293.0
12,43778.0
13,58872.0
14,266.0
15,2.0
16,2.0
17,19820.0
18,2944.0
19,20.0
20,17.0
21,17065.0
22,3.0
23,2.0
24,2.0
25,2.0
26,16680.0
27,3.0
28,2.0
29,2.0
30,2.0
31,26445.0
32,11.0
33,4.0
34,4.0
35,4.0
36,26449.0
37,113.0
38,22.0
39,4.0
40,4.0
41,50309.0
42,9812.0
43,4339.0
44,3.0
45,2.0
46,2.0
47,17065.0
48,4906.0
49,1003.0
50,3.0
51,2.0
52,2.0
53,58872.0
54,3.0
55,2.0
56,2.0
57,2.0
58,58872.0
59,6541.0
60,30.0
61,3.0
62,2.0
63,2.0
64,20052.0
65,1255.0
66,981.0
67,3.0
68,2.0
69,2.0
70,19624.0
71,20.0
72,17.0
73,3.0
74,2.0
75,2.0
76,47294.0
77,4906.0
78,1003.0
79,87.0
80,54.0
81,3.0
82,2.0
83,58872.0
84,3902.0
85,1539.0
86,89.0
87,3.0
88,2.0
89,2.0
90,14545.0
91,5289.0
92,881.0
93,414.0
94,11.0
95,4.0
96,4.0
97,11229.0
98,10008.0
99,5514.0
100,4906.0
101,3008.0
102,401.0
103,107.0
104,2.0
105,45975.0
106,216.0
107,87.0
108,29.0
109,3.0
110,2.0
111,2.0
112,13246.0
113,6868.0
114,2506.0
115,23.0
116,5.0
117,5.0
118,2.0
119,37776.0
120,24628.0
121,19624.0
122,10026.0
123,114.0
124,20.0
125,17.0
126,15.0
127,23891.0
128,19624.0
129,12821.0
130,10793.0
131,6154.0
132,5309.0
133,15.0
134,5.0
135,3.0
136,3.0
137,2.0
138,88308.0
139,81793.0
140,41130.0
141,12821.0
142,981.0
143,17.0
144,15.0
145,3.0
146,2.0
147,82260.0
148,3471.0
149,1524.0
150,621.0
151,434.0
152,27.0
153,3.0
154,2.0
155,2.0
156,17065.0
157,6371.0
158,4906.0
159,1003.0
160,50.0
161,3.0
162,2.0
163,2.0
164,10618.0
165,6826.0
166,4906.0
167,1472.0
168,1003.0
169,558.0
170,2.0
171,2.0
172,16909.0
173,4906.0
174,2607.0
175,2507.0
176,2439.0
177,1805.0
178,63.0
179,23.0
180,2.0
181,98120.0
182,2895.0
183,322.0
184,108.0
185,89.0
186,51.0
187,3.0
188,2.0
189,2.0
190,19624.0
191,125.0
192,98.0
193,20.0
194,17.0
195,2.0
196,28546.0
197,544.0
198,529.0
199,264.0
200,264.0
201,264.0
202,11.0
203,4.0
204,4.0
205,13223.0
206,17.0
207,16.0
208,15.0
209,11.0
210,11.0
211,4.0
212,4.0
213,4.0
214,12805.0
215,10026.0
216,5229.0
217,981.0
218,752.0
219,39.0
220,15.0
221,3.0
222,3.0
223,2.0
224,2.0
225,30417.0
226,15039.0
227,11946.0
228,6024.0
229,4339.0
230,457.0
231,434.0
232,75.0
233,5.0
234,3.0
235,2.0
236,2.0
237,26002.0
238,7315.0
239,6016.0
240,4906.0
241,1948.0
242,576.0
243,25.0
244,5.0
245,5.0
246,2.0
247,49060.0
248,4906.0
249,1504.0
250,1003.0
251,261.0
252,220.0
253,3.0
254,2.0
255,2.0
256,2.0
257,58872.0
258,4061.0
259,2507.0
260,154.0
261,58.0
262,30.0
263,15.0
264,3.0
265,2.0
266,2.0
267,19624.0
268,5791.0
269,5787.0
270,342.0
271,20.0
272,17.0
273,3.0
274,3.0
275,3.0
276,98120.0
277,4198.0
278,3692.0
279,98.0
280,63.0
281,6.0
282,3.0
283,2.0
284,17065.0
285,5585.0
286,5013.0
287,2510.0
288,2418.0
289,27.0
290,5.0
291,3.0
292,2.0
293,2.0
294,2.0
295,24530.0
296,6010.0
297,4254.0
298,631.0
299,315.0
300,89.0
301,29.0
302,5.0
303,3.0
304,2.0
305,2.0
306,10927.0
307,32.0
308,31.0
309,27.0
310,26.0
311,12.0
312,123390.0
313,12821.0
314,3471.0
315,1524.0
316,434.0
317,351.0
318,15.0
319,3.0
320,3.0
321,2.0
322,2.0
323,20605.0
324,7118.0
325,4000.0
326,1554.0
327,1169.0
328,1003.0
329,975.0
330,89.0
331,34.0
332,31.0
333,2.0
334,35814.0
335,615.0
336,615.0
337,501.0
338,501.0
339,405.0
340,92.0
341,87.0
342,58.0
343,49.0
344,30.0
345,2.0
346,19624.0
347,6818.0
348,5665.0
349,4010.0
350,984.0
351,885.0
352,98.0
353,50.0
354,3.0
355,3.0
356,3.0
357,2.0
358,19624.0
359,12805.0
360,8462.0
361,5840.0
362,2507.0
363,2507.0
364,27.0
365,15.0
366,3.0
367,3.0
368,2.0
369,59900.0
370,14718.0
371,12821.0
372,4261.0
373,3471.0
374,1524.0
375,434.0
376,351.0
377,15.0
378,3.0
379,3.0
380,2.0
381,2.0
382,39248.0
383,12821.0
384,9812.0
385,2008.0
386,1504.0
387,27.0
388,15.0
389,8.0
390,3.0
391,3.0
392,2.0
393,82260.0
394,12805.0
395,3471.0
396,1524.0
397,434.0
398,351.0
399,22.0
400,15.0
401,3.0
402,3.0
403,3.0
404,2.0
405,2.0
406,89828.0
407,12805.0
408,3471.0
409,1524.0
410,434.0
411,351.0
412,53.0
413,50.0
414,49.0
415,15.0
416,3.0
417,3.0
418,2.0
419,11284.0
420,4285.0
421,1880.0
422,576.0
423,443.0
424,443.0
425,319.0
426,271.0
427,196.0
428,171.0
429,127.0
430,2.0
431,25100.0
432,5013.0
433,1152.0
434,174.0
435,132.0
436,130.0
437,104.0
438,92.0
439,49.0
440,31.0
441,3.0
442,2.0
443,2.0
444,2.0
445,31589.0
446,12821.0
447,9812.0
448,6154.0
449,5887.0
450,4437.0
451,2670.0
452,2582.0
453,2507.0
454,1004.0
455,15.0
456,5.0
457,3.0
458,3.0
459,2.0
460,18462.0
461,9812.0
462,7315.0
463,6154.0
464,2507.0
465,2507.0
466,2439.0
467,2439.0
468,2357.0
469,1742.0
470,1472.0
471,916.0
472,2.0
473,115200.0
474,184.0
475,149.0
476,135.0
477,25.0
478,25.0
479,6.0
480,6.0
481,4.0
482,2.0
483,2.0
484,81564.0
485,264.0
486,28.0
487,28.0
488,16.0
489,16.0
490,16.0
491,16.0
492,16.0
493,16.0
494,16.0
495,15.0
496,4.0
497,4.0
498,4.0
499,14987.0
500,2249.0
501,1980.0
502,793.0
503,17.0
504,14.0
505,14.0
506,11.0
507,9.0
508,4.0
509,4.0
510,4.0
511,4.0
512,4.0
513,50130.0
514,39248.0
515,29436.0
516,11616.0
517,5309.0
518,4870.0
519,2655.0
520,2391.0
521,1593.0
522,1472.0
523,1143.0
524,752.0
525,638.0
526,203.0
527,102.0
528,87.0
529,3.0
530,49060.0
531,8462.0
532,5791.0
533,5309.0
534,3170.0
535,2944.0
536,1539.0
537,1463.0
538,1246.0
539,1158.0
540,1113.0
541,1012.0
542,1003.0
543,579.0
544,429.0
545,2.0
546,11211.0
547,4326.0
548,26.0
549,13.0
550,12.0
551,12.0
552,2.0
553,1.0
554,1.0
555,1.0
556,26440.0
557,920.0
558,420.0
559,359.0
560,12.0
561,12.0
562,2.0
563,26689.0
564,20605.0
565,19428.0
566,12770.0
567,9266.0
568,7653.0
569,6584.0
570,3008.0
571,2557.0
572,1504.0
573,1504.0
574,110.0
575,100.0
576,15.0
577,5.0
578,3.0
579,2.0
580,98120.0
581,8494.0
582,6769.0
583,5887.0
584,1948.0
585,1169.0
586,1158.0
587,1024.0
588,585.0
589,521.0
590,501.0
591,390.0
592,98.0
593,33.0
594,23.0
595,3.0
596,3.0
597,2.0
598,45692.0
599,22568.0
600,10155.0
601,9812.0
602,3925.0
603,3001.0
604,1728.0
605,1003.0
606,639.0
607,407.0
608,169.0
609,98.0
610,33.0
611,31.0
612,27.0
613,15.0
614,5.0
615,3.0
616,3.0
617,3.0
618,2.0
619,20359.0
620,9139.0
621,2014.0
622,1193.0
623,1193.0
624,957.0
625,671.0
626,597.0
627,576.0
628,168.0
629,168.0
630,42.0
631,25.0
632,6.0
633,4.0
634,2.0
635,2.0
636,18582.0
637,12532.0
638,9812.0
639,9812.0
640,7963.0
641,3509.0
642,3133.0
643,2507.0
644,2389.0
645,1707.0
646,1100.0
647,779.0
648,212.0
649,150.0
650,2.0
651,39248.0
652,34132.0
653,15927.0
654,10303.0
655,9231.0
656,6508.0
657,5013.0
658,4975.0
659,4906.0
660,4010.0
661,2896.0
662,1364.0
663,923.0
664,549.0
665,146.0
666,92.0
667,53.0
668,3.0
669,39444.0
670,21586.0
671,5309.0
672,1846.0
673,1735.0
674,1708.0
675,1524.0
676,845.0
677,501.0
678,501.0
679,434.0
680,351.0
681,303.0
682,290.0
683,15.0
684,3.0
685,3.0
686,2.0
687,141433.0
688,126802.0
689,113849.0
690,87298.0
691,78463.0
692,51208.0
693,33847.0
694,24616.0
695,22536.0
696,21539.0
697,21428.0
698,17267.0
699,14631.0
700,8182.0
701,7792.0
702,5065.0
703,4906.0
704,3896.0
705,2727.0
706,1003.0
707,585.0
708,579.0
709,491.0
710,443.0
711,278.0
712,154.0
713,127.0
714,112.0
715,94.0
716,3.0
717,2.0
718,2.0
719,49060.0
720,7850.0
721,5514.0
722,4010.0
723,2005.0
724,1524.0
725,1524.0
726,845.0
727,520.0
728,434.0
729,434.0
730,351.0
731,98.0
732,15.0
733,3.0
734,3.0
735,2.0
736,2.0
737,2.0
738,40281.0
739,35805.0
740,291.0
741,291.0
742,268.0
743,196.0
744,184.0
745,182.0
746,25.0
747,10.0
748,10.0
749,8.0
750,7.0
751,6.0
752,3.0
753,3.0
754,3.0
755,2.0
756,2.0
757,2.0
758,2.0
759,2.0
760,31351.0
761,1322.0
762,1243.0
763,793.0
764,793.0
765,793.0
766,529.0
767,529.0
768,529.0
769,529.0
770,372.0
771,362.0
772,362.0
773,362.0
774,264.0
775,264.0
776,264.0
777,49.0
778,11.0
779,4.0
780,4.0
781,4.0
782,12590.0
783,31.0
784,23.0
785,23.0
786,23.0
787,12.0
788,2.0
789,1.0
790,1.0
791,1.0
792,15490.0
793,2098.0
794,201.0
795,163.0
796,163.0
797,163.0
798,139.0
799,132.0
800,115.0
801,115.0
802,114.0
803,98.0
804,98.0
805,89.0
806,89.0
807,89.0
808,78.0
809,78.0
810,71.0
811,69.0
812,60.0
813,60.0
814,98120.0
815,69380.0
816,25065.0
817,22866.0
818,11582.0
819,9812.0
820,5791.0
821,4906.0
822,3811.0
823,3571.0
824,3471.0
825,3012.0
826,2557.0
827,1604.0
828,1003.0
829,687.0
830,173.0
831,132.0
832,103.0
833,103.0
834,61.0
835,29.0
836,3.0
837,2.0
838,22106.0
839,1514.0
840,1514.0
841,686.0
842,119.0
843,41.0
844,34.0
845,31.0
846,14.0
847,14.0
848,12.0
849,12.0
850,2.0
851,25511.0
852,12265.0
853,5309.0
854,981.0
855,579.0
856,576.0
857,576.0
858,532.0
859,501.0
860,351.0
861,239.0
862,145.0
863,125.0
864,100.0
865,98.0
866,87.0
867,56.0
868,50.0
869,49.0
870,49.0
871,46.0
872,45.0
873,5.0
874,2.0
875,23599.0
876,9541.0
877,8740.0
878,3176.0
879,2223.0
880,583.0
881,583.0
882,291.0
883,262.0
884,230.0
885,187.0
886,25.0
887,15.0
888,6.0
889,6.0
890,2.0
891,2.0
892,18752.0
893,7344.0
894,5717.0
895,5522.0
896,5001.0
897,1193.0
898,359.0
899,359.0
900,358.0
901,311.0
902,163.0
903,155.0
904,155.0
905,96.0
906,35.0
907,35.0
908,27.0
909,27.0
910,22.0
911,19.0
912,19.0
913,12.0
914,12.0
915,23549.0
916,16458.0
917,15693.0
918,15584.0
919,14631.0
920,9754.0
921,7850.0
922,3415.0
923,3008.0
924,2655.0
925,2438.0
926,2195.0
927,1707.0
928,1539.0
929,1539.0
930,1463.0
931,1203.0
932,1162.0
933,981.0
934,923.0
935,678.0
936,570.0
937,558.0
938,506.0
939,506.0
940,308.0
941,154.0
942,29.0
943,3.0
944,35091.0
945,11308.0
946,10026.0
947,9812.0
948,6503.0
949,5102.0
950,4906.0
951,2944.0
